"","words","term.freq","doc.freq"
"1294","man",19,17
"1295","catholics",1,1
"1296","appeal",2,2
"1297","death",15,15
"1298","allan",3,3
"1299","gllmour",1,1
"1300","gentle",1,1
"1301","quy.tn",1,1
"1302","mon",5,5
"1303","gtm)tj",1,1
"1304","fauh",1,1
"1305","provide",1,1
"1306","sutlici",1,1
"1307","walter",3,3
"1308","leary",1,1
"1309","wiili",1,1
"1310","subsidies",1,1
"1311","completion",2,2
"1312","joined",2,2
"1313","hand",4,4
"1314","enforced",1,1
"1315","ohearn",1,1
"1316","kier",1,1
"1317","men's",1,1
"1318","wages",4,4
"1319","nan",1,1
"1320","officiating",1,1
"1321","bride",3,3
"1322","sustained",2,2
"1323","insisting",0,0
"1324","gurrantee",1,1
"1325","biatvrt",1,1
"1326","bliss",1,1
"1327","ivesie",1,1
"1328","srnt",1,1
"1329","providing",2,2
"1330","jhmialty",1,1
"1331","infraction",1,1
"1332","he-the",1,1
"1333","groom's",1,1
"1334","brother",7,7
"1335","cleary",1,1
"1336","fure",1,1
"1337","portion",5,5
"1338","subsidy",1,1
"1339","drawn",2,2
"1340","formed",5,5
"1341","lesser",1,1
"1342","ing",9,9
"1343","doors",1,1
"1344","perfor",1,1
"1345","tween",2,2
"1346","million",5,5
"1347","styles",1,1
"1348","spring",1,1
"1349","summer",1,1
"1350","ssed",0,0
"1351","wav",1,1
"1352","grade",2,2
"1353","milling",1,1
"1354","beat",3,3
"1355","preparation",1,1
"1356","prisse",1,1
"1357","vlelt",1,1
"1358","shawvilie",1,1
"1359","aeoond",1,1
"1360","steele",1,1
"1361","remained",0,0
"1362","satorday",1,1
"1363","bat",2,2
"1364","gauthier",1,1
"1365","coolonge",1,1
"1366","marriage",3,3
"1367","lorrain",1,1
"1368","dube",1,1
"1369","sudbury",1,1
"1370","overshoes",1,1
"1371","fred",2,2
"1372","hodgine",3,3
"1373","llr",1,1
"1374","riehard",1,1
"1375","hmll",1,1
"1376","cased",1,1
"1377","mccluretwo",1,1
"1378","crazy",1,1
"1379","announces",2,2
"1380","religion",0,0
"1381","examined",2,2
"1382","oronhyatekha",1,1
"1383","made",17,17
"1384","asylum",1,1
"1385","younger",1,1
"1386","fery",1,1
"1387","favorable",4,4
"1388","arrangements",2,2
"1389","hae",2,2
"1390","fnllv",1,1
"1391","recovered",5,3
"1392","beet",1,1
"1393","steamship",3,3
"1394","lines",4,4
"1395","carry",3,3
"1396","mother",2,2
"1397","daughters",1,1
"1398","treat",1,1
"1399","jujy",1,1
"1400","full",4,4
"1401","particulars",4,4
"1402","moore",1,1
"1403","forester",1,1
"1404","news",1,1
"1405","satisfactory",2,2
"1406","improvement",4,4
"1407","body",2,2
"1408","tnp",1,1
"1409","doubt",2,2
"1410","ere",2,2
"1411","long",4,4
"1412","regain",1,1
"1413","senses",1,1
"1414","fire",12,12
"1415","engine",3,3
"1416","purchased",0,0
"1417","winnipeg",3,3
"1418","needay",1,1
"1419","mahon",1,1
"1420","roseberry",1,1
"1421","indisposed",1,1
"1422","agsiuat",1,1
"1423","nou",1,1
"1424","metallic",1,1
"1425","substances",1,1
"1426","winter",4,4
"1427","manufacture",1,1
"1428","clothes",2,2
"1429","hist",1,1
"1430","les",1,1
"1431","ontario",6,6
"1432","curling",1,1
"1433","association",4,4
"1434","tankardh",1,1
"1435","hhi",1,1
"1436","defeating",1,1
"1437","lindsay",1,1
"1438","owners",1,1
"1439","howell",1,1
"1440","t*le",1,1
"1441","chairman",4,4
"1442","present",15,14
"1443","proa-deputation",1,1
"1444","assist",1,1
"1445","p*ct",1,1
"1446","hbrdod",1,1
"1447","ground",4,4
"1448","ance",2,2
"1449","families",3,3
"1450","pavement",2,2
"1451","shipping",1,1
"1452","trade",3,3
"1453","french-canadians",0,0
"1454","settled",2,2
"1455","ieenuouaeed",1,1
"1456","ollmour",1,1
"1457","magistrate",3,3
"1458","press",1,1
"1459","thu",2,2
"1460","printing",1,1
"1461","tiik",1,1
"1462","eqpity",1,1
"1463","villagers",1,1
"1464","attend",8,8
"1465","led",1,1
"1466","land",4,4
"1467","sales",1,1
"1468","david",3,3
"1469","manchester",1,1
"1470","guest",2,2
"1471","d'dan",1,1
"1472","dhuu",1,1
"1473","stoke",1,1
"1474","main",5,5
"1475","shaw",15,15
"1476","choice",2,2
"1477","assortment",1,1
"1478","drugs",1,1
"1479","chemicals",1,1
"1480","constantly",1,1
"1481","medicines",2,1
"1482","cattle",4,4
"1483","kinds",1,1
"1484","prescriptions",1,1
"1485","receipes",1,1
"1486","kux",0,0
"1487","mission",1,1
"1488","costumed",1,1
"1489","admit",0,0
"1490","issued",16,16
"1491","office",30,30
"1492","grand",7,7
"1493","elliott's",1,1
"1494","tho",13,12
"1495","victoria",3,3
"1496","t.on",0,0
"1497","invited",2,2
"1498","eclipse",1,1
"1499","moon",1,1
"1500","occurred",13,13
"1501","observed",2,2
"1502","conditions",2,2
"1503","cloud",1,1
"1504","visible",1,1
"1505","sky",0,0
"1506","contact",1,1
"1507","cler",1,1
"1508","canadien",1,1
"1509","m'liiey",1,1
"1510","bein",1,1
"1511","rthawville",1,1
"1512","guyun",1,1
"1513","theaeiuud",1,1
"1514","bella",1,1
"1515","cuthbertson",1,1
"1516","lrnt",1,1
"1517","teachers",5,5
"1518","p.m",6,6
"1519","consecration",3,3
"1520","aaron",1,1
"1521","ral",2,2
"1522","earliest",0,0
"1523","deemed",1,1
"1524","advisable",2,2
"1525","friday's",1,1
"1526","uncil",1,1
"1527","legislation",1,1
"1528","impossible",2,2
"1529","holdings",1,1
"1530","athens",1,1
"1531","declares",1,1
"1532","concomitants",1,1
"1533","aud",1,1
"1534","dyspepsia",1,1
"1535","caused",3,3
"1536","movement",2,2
"1537","thing",3,3
"1538","damaged",2,2
"1539","lish",1,1
"1540","primose",1,1
"1541","league",1,1
"1542","conservative",2,2
"1543","vapor",1,1
"1544","extracts",1,1
"1545","solid",1,1
"1546","foods",1,1
"1547","physician",1,1
"1548","claimed",1,1
"1549","removed",3,3
"1550","organization",1,1
"1551","forbid",1,1
"1552","catho",1,1
"1553","means",1,1
"1554","ingenious",1,1
"1555","apparatus",1,1
"1556","lzards",1,1
"1557","human",1,1
"1558","george",3,3
"1559","magee",1,1
"1560","colored",2,2
"1561","da&th",1,1
"1562","scaffold",1,1
"1563","yard",4,4
"1564","frankfort",1,1
"1565","lxy",1,1
"1566","charles",3,3
"1567","fellow",3,3
"1568","convict",1,1
"1569","wellington",0,0
"1570","parliament",10,9
"1571","respectable",1,1
"1572","coneecon",1,1
"1573","ill-health",1,1
"1574","supposed",2,2
"1575","unbalanced",1,1
"1576","mind",2,2
"1577","coventry",1,1
"1578","liberty",1,1
"1579","saw-mill",1,1
"1580","fredenburg",1,1
"1581","son-in-law",1,1
"1582","falling-wall",1,1
"1583","accidents",3,3
"1584","rear",1,1
"1585","six-storey",1,1
"1586","malt",1,1
"1587","corner",1,1
"1588","suddenly",2,2
"1589","carrying",1,1
"1590","burying",0,0
"1591","ruins",1,1
"1592","inthe",1,1
"1593","paris",3,3
"1594","tribunal",1,1
"1595","adopted",3,3
"1596","petro",1,1
"1597","sum",1,1
"1598","chemical",1,1
"1599","cutlets",0,0
"1600","steaks",1,1
"1601","premises",2,2
"1602","dicks",1,1
"1603","upholsterer",1,1
"1604","helen's",1,1
"1605","firemen",0,0
"1606","succeeded",2,2
"1607","subduing",1,1
"1608","flames",1,1
"1609","dick",1,1
"1610","recognition",2,2
"1611","parties",0,0
"1612","evenly",1,1
"1613","moderates",1,1
"1614","seats",2,2
"1615","progressives",1,1
"1616","greenwich",1,1
"1617","protest",0,0
"1618","li-hung-chang",1,1
"1619","hawville",2,2
"1620","shawvlllt",1,1
"1621","willvisitquyonthe",1,1
"1622","graduate",1,1
"1623","mooih",1,1
"1624","checked",1,1
"1625","prevent",1,1
"1626","conse",1,1
"1627","fut",1,1
"1628","upa",1,1
"1629","juveniles",1,1
"1630","rom",1,1
"1631","childerhose",1,1
"1632","returning",4,4
"1633","accompanied",3,3
"1634","hose",1,1
"1635","buckingham",2,2
"1636","speaking",1,1
"1637","advance",1,1
"1638","convention",1,1
"1639","conservatives",3,3
"1640","wright",1,1
"1641","hull",5,5
"1642","aylmer",7,5
"1643","prognoeticated",1,1
"1644","names",1,1
"1645","nomi",1,1
"1646","registrar",0,0
"1647","duhamel",1,1
"1648","shipment",3,3
"1649","butter",1,1
"1650","marquis",1,1
"1651","queeosherry",1,1
"1652","proposes",1,1
"1653","spend",5,5
"1654","hav-thousand",1,1
"1655","dollars",7,7
"1656","improve",1,1
"1657","protec",1,1
"1658","libelled",1,1
"1659","oscar",1,1
"1660","wilde",1,1
"1661","america",2,2
"1662","hursday",1,1
"1663","scotch",2,2
"1664","ailsa",1,1
"1665","upper",2,2
"1666","settles",1,1
"1667","feed",1,1
"1668","n#tr'cud",1,1
"1669","acroe",0,0
"1670","minois",1,1
"1671","meredith",1,1
"1672","sentenced",1,1
"1673","hendershott",2,1
"1674","welter",2,2
"1675","hang",1,1
"1676","june",16,16
"1677","mur",1,1
"1678","der",1,1
"1679","nephew",1,1
"1680","named",7,6
"1681","counsel",1,1
"1682","condemned",2,2
"1683","mcguire",2,2
"1684","savings",2,2
"1685","rank",1,1
"1686","chapleau",0,0
"1687","wonderfully",1,1
"1688","divide",1,1
"1689","grant",3,3
"1690","shawvllleflret",3,3
"1691","bible",4,4
"1692","class",8,8
"1693","arnprior",2,2
"1694","chorch",1,1
"1695","mday",1,1
"1696","april",16,16
"1697","chicago",9,7
"1698","oronto",1,1
"1699","trah",1,1
"1700","swallow",1,1
"1701","formisu",1,1
"1702","nice",1,1
"1703","drove",0,0
"1704","hotel",5,5
"1705","cimiez",1,1
"1706","tangier",0,0
"1707","morocco",1,1
"1708","sun",1,1
"1709","liret",1,1
"1710","robert",3,3
"1711","sydney",1,1
"1712","fflday",1,1
"1713","sixty",5,5
"1714","plow",1,1
"1715","damp",0,0
"1716","silesian",1,1
"1717","coal",1,1
"1718","mine",1,1
"1719","fifty",2,2
"1720","lives",1,1
"1721","een",1,1
"1722","lost",3,3
"1723","victor",1,1
"1724","hugo",1,1
"1725","poet",2,2
"1726","pantheon",0,0
"1727","cook",1,1
"1728","ex-mana",1,1
"1729","ger",1,1
"1730","defunct",1,1
"1731","bank",3,3
"1732","john's",1,1
"1733","nfld",1,1
"1734","lodged",0,0
"1735","methodists",1,1
"1736","diamond",1,1
"1737","commit",2,2
"1738","suicide",3,3
"1739","plane",1,1
"1740","prepared",1,1
"1741","building",7,6
"1742","car-replace",1,1
"1743","bolic",1,1
"1744","cid",1,1
"1745","durdans",0,0
"1746","stiles",1,1
"1747","promoting",1,1
"1748","prns",1,1
"1749","confined",0,0
"1750","dark",1,1
"1751","afbnday",1,1
"1752","efforts",2,2
"1753","defeat",1,1
"1754","jl!i",1,1
"1755","beou",1,1
"1756","cotton",3,2
"1757","hackett",1,1
"1758","stanstead",1,1
"1759","nails",3,2
"1760","future",1,1
"1761","vanished",2,2
"1762","ministry",1,1
"1763","sum-parliament",1,1
"1764","dispatch",1,1
"1765","business",10,10
"1766","auctioneer",1,1
"1767","hobbs",4,4
"1768","advertised",2,2
"1769","bristolto",0,0
"1770","leaf",1,1
"1771","emperor",1,1
"1772","superintending",1,1
"1773","personally",1,1
"1774","etilj",1,1
"1775","incomplete",1,1
"1776","telegraphed",1,1
"1777","orders",4,4
"1778","kiel",0,0
"1779","rooms",2,2
"1780","decorated",1,1
"1781","ayers",1,1
"1782","eoi?h!er",1,1
"1783","arles",1,1
"1784","mcjl",1,1
"1785","eje",1,1
"1786","c*nti",1,1
"1787","ttawa",1,1
"1788","niar",1,1
"1789","linery",1,1
"1790","opening",8,8
"1791","baird",1,1
"1792","filsroy",1,1
"1793","harbor",2,2
"1794","merchant",2,2
"1795","standing",3,3
"1796","esteemed",1,1
"1797","community",1,1
"1798","laat",3,3
"1799","children",8,8
"1800","survive",1,1
"1801","inflammation",1,1
"1802","courtat",1,1
"1803","shawviiie",1,1
"1804","pon",1,1
"1805","columns",3,3
"1806","worth",2,2
"1807","weeks",4,4
"1808","hodgina",1,1
"1809","carpenters",1,1
"1810","busy",1,1
"1811","presses",1,1
"1812","directed",1,1
"1813","ournotwe",1,1
"1814","wth",1,1
"1815","refer",1,1
"1816","jerked",1,1
"1817","wonderful",2,2
"1818","escapes",0,0
"1819","criminals",1,1
"1820","ancient",2,2
"1821","phoenicians",1,1
"1822","legal",1,1
"1823","concluded",1,1
"1824","ray",1,1
"1825","nelson",1,1
"1826","ilu",1,1
"1827","blakely",1,1
"1828","forester's",1,1
"1829","falls",2,2
"1830","misa",1,1
"1831","eldest",3,3
"1832","ksq",1,1
"1833","voyoo",1,1
"1834","frank",5,5
"1835","oiingi",1,1
"1836","sou",1,1
"1837","blair",2,2
"1838","edna",2,2
"1839","mend",1,1
"1840","burroughs",3,3
"1841","fnq",1,1
"1842","months",7,7
"1843","funeral",1,1
"1844","ihuisdny",1,1
"1845","slihwvlile",1,1
"1846","cemetery",4,4
"1847","milwaukee",0,0
"1848","dollar",3,3
"1849","temperance",6,4
"1850","societies",2,2
"1851","quiriee",1,1
"1852","disproving",1,1
"1853","eiistauce",1,1
"1854","disease",2,2
"1855","charging",2,2
"1856","dressing",2,2
"1857","gownand",1,1
"1858","fastened",1,1
"1859","silk",2,2
"1860","frogs",1,1
"1861","congratulatory",1,1
"1862","messages",1,1
"1863","sve",1,1
"1864","communicated",1,1
"1865","bntieh",1,1
"1866","necesaary",1,1
"1867","smooth",1,1
"1868","trousers",1,1
"1869","ogilvie",1,1
"1870","elevator",1,1
"1871","methven",1,1
"1872","katherines",1,1
"1873","kingdom",1,1
"1874","maae",1,1
"1875","lamps",2,2
"1876","coaohinan'e",1,1
"1877","bla",1,1
"1878","silken",1,1
"1879","lex",1,1
"1880","lure",1,1
"1881","underneath",0,0
"1882","birkett.a",1,1
"1883","well-known",1,1
"1884","euddenly",1,1
"1885","attempted",5,5
"1886","coachman",1,1
"1887","prinoees",1,1
"1888","euppree",1,1
"1889","outaide",1,1
"1890","heat",2,2
"1891","inaide",0,0
"1892","turkish",2,2
"1893","consul",2,2
"1894","wearing",1,1
"1895","completely",2,2
"1896","tower",1,1
"1897","estimated",4,4
"1898","richard",2,2
"1899","v.ui",1,1
"1900","philadelphia",1,1
"1901","bermuda",1,1
"1902","eel",1,1
"1903","indies",1,1
"1904","achieved",1,1
"1905","fame",1,1
"1906","veloe",1,1
"1907","pilot",1,1
"1908","tow",1,1
"1909","passed",8,8
"1910","reading",2,2
"1911","mies",2,2
"1912","holy",2,2
"1913","rlday",1,1
"1914","vices",1,1
"1915","eighth",3,3
"1916","linehuuday",0,0
"1917","minnie",2,2
"1918","ardill",3,2
"1919","hryson",0,0
"1920","popular",4,4
"1921","cole",1,1
"1922","woods",3,3
"1923","ult",3,3
"1924","sympathetic",1,1
"1925","craig",1,1
"1926","officiated",1,1
"1927","liev",1,1
"1928","nelson's",1,1
"1929","absence",3,3
"1930","payne",1,1
"1931","lothian",1,1
"1932","fune",0,0
"1933","claren",1,1
"1934","friend",2,2
"1935","modern",3,3
"1936","aide",2,2
"1937","contfucts",1,1
"1938","tftkillg",1,1
"1939","roes",0,0
"1940","dairying",1,1
"1941","german",4,4
"1942","evenings",0,0
"1943","flour",1,1
"1944","hudgins",1,1
"1945","welling",1,1
"1946","rvtir",1,1
"1947","mesura",1,1
"1948","splendid",2,2
"1949","mclean",2,2
"1950","joe",1,1
"1951","ahorse",1,1
"1952","hhawvllleflrst",2,2
"1953","jos",2,2
"1954","arm",2,2
"1955","collecting",1,1
"1956","tour",1,1
"1957","soliciting",1,1
"1958","funds",1,1
"1959","erection",4,4
"1960","english",4,4
"1961","tieddes",1,1
"1962","calgary",1,1
"1963","swept",1,1
"1964","damage",2,2
"1965","vessels",2,2
"1966","reihune",1,1
"1967","cashier",1,1
"1968","dominion",8,8
"1969","hank",2,2
"1970","asked",2,2
"1971","ascertain",1,1
"1972","wil",1,1
"1973","convenient",1,1
"1974","proclaim",1,1
"1975","treaty",0,0
"1976","force",3,3
"1977","cabinet",2,2
"1978","rosebery",2,2
"1979","nominate",1,1
"1980","illiam",1,1
"1981","gully",1,1
"1982","q.c",1,1
"1983","m.p",1,1
"1984","carlisle",1,1
"1985","speakership",1,1
"1986","succeed",1,1
"1987","kimwrley",1,1
"1988","informed",1,1
"1989","armenian",2,1
"1990","conjunction",1,1
"1991","russia",4,4
"1992","attain",1,1
"1993","desired",3,3
"1994","reforms",1,1
"1995","christians",1,1
"1996","pitch-in",1,1
"1997","kimball",1,1
"1998","rochester",1,1
"1999","marlin",1,1
"2000","alonzo",1,1
"2001","pinzon",1,1
"2002","cruiser",0,0
"2003","knew",1,1
"2004","patiwe",1,1
"2005","bill",7,7
"2006","prohibit",1,1
"2007","u*e",1,1
"2008","ail",1,1
"2009","jmw",1,1
"2010","sea",3,3
"2011","fate",1,1
"2012","adverse",1,1
"2013","cut",2,1
"2014","a*i",1,1
"2015","whs",2,2
"2016","fix",1,1
"2017","price",5,5
"2018","keg",1,1
"2019","point",2,2
"2020","practically",4,4
"2021","luke",1,1
"2022","cheese",1,1
"2023","factory",4,4
"2024","close",6,6
"2025","intended",3,3
"2026","declining",2,2
"2027","endon",1,1
"2028","remove",3,3
"2029","shawvime",1,1
"2030","finding",2,2
"2031","strength",2,2
"2032","failing",2,2
"2033","jae",1,1
"2034","tjublic",1,1
"2035","noitce",1,1
"2036","sec",1,1
"2037","treasurer",6,5
"2038","pall",0,0
"2039","list",4,3
"2040","persons",3,3
"2041","entitled",1,1
"2042","vole",1,1
"2043","nvuibtw",1,1
"2044","assembly",1,1
"2045","province",6,6
"2046","odged",1,1
"2047","oflveof",1,1
"2048","und-rslgned",1,1
"2049","disposal",1,1
"2050","information",3,3
"2051","partie",1,1
"2052","interested",1,1
"2053","awn*l",1,1
"2054","lime",2,2
"2055","municipal",6,5
"2056","examination",2,2
"2057","correction",1,1
"2058","dated",1,1
"2059","hhawvllie",1,1
"2060","ninety",1,1
"2061","session",6,6
"2062","duly",1,1
"2063","convened",1,1
"2064","mayorand",1,1
"2065","hold",5,5
"2066","feh",1,1
"2067","warden",2,2
"2068","mcnally",1,1
"2069","expenses",1,1
"2070","bunds",1,1
"2071","registering",1,1
"2072","laws",2,2
"2073","snd",2,2
"2074","leonard",0,0
"2075","jerome",1,1
"2076","tunbridge",1,1
"2077","boat",2,2
"2078","detroit",2,2
"2079","cleveland",1,1
"2080","marks",1,1
"2081","navigation",1,1
"2082","erie",2,2
"2083","louie",1,1
"2084","bouchard",1,1
"2085","trunk",2,2
"2086","hochelaga",1,1
"2087","tragedy",2,2
"2088","paran",1,1
"2089","stevens",2,2
"2090","pneumonia",1,1
"2091","complicated",1,1
"2092","trouble",2,2
"2093","gilmour",1,1
"2094","probated",0,0
"2095","valued",1,1
"2096","adam",2,2
"2097","cantelon",0,0
"2098","goderich",1,1
"2099","clinton",1,1
"2100","seventy",3,3
"2101","institution",1,1
"2102","management",1,1
"2103","ouimet",1,1
"2104","mutilated",1,1
"2105","green",5,5
"2106","organising",1,1
"2107","season's",1,1
"2108","farmers",9,6
"2109","locality",1,1
"2110","respectfully",2,2
"2111","requested",1,1
"2112","looted",1,1
"2113","liters-suggestions",1,1
"2114","reviving",1,1
"2115","operation",2,2
"2116","study",1,1
"2117","liter-in",1,1
"2118","schools",4,4
"2119","colleges",1,1
"2120","prorogued",0,0
"2121","journal",8,7
"2122","gins",1,1
"2123","w?ls",1,1
"2124","shawvllleflrst",1,1
"2125","raised",1,1
"2126","parish",2,2
"2127","apr",1,1
"2128","pray",0,0
"2129","adle",1,1
"2130","lecture",2,2
"2131","hanna",1,1
"2132","kennedy",1,1
"2133","r.h",1,1
"2134","klooi",1,1
"2135","confirmation",2,2
"2136","worhi",1,1
"2137","stipends",1,1
"2138","tor",5,5
"2139","eudlng",1,1
"2140","marcb",0,0
"2141","tboe",1,1
"2142","piundergast",1,1
"2143","collections",1,1
"2144","cap",3,3
"2145","fairfield",1,1
"2146","leaving",2,2
"2147","han",2,2
"2148","francisco",1,1
"2149","shocked",1,1
"2150","emmanuel",1,1
"2151","mutilate",1,1
"2152","williams",1,1
"2153","wore",3,3
"2154","farr",1,1
"2155","employed",1,1
"2156","iail",1,1
"2157","numidiao",1,1
"2158","halifax",1,1
"2159","liverpool",5,3
"2160","orphan",0,0
"2161","destined",1,1
"2162","western",2,2
"2163","jury",3,2
"2164","suit",1,1
"2165","chas",1,1
"2166","keever",1,1
"2167","recover",2,2
"2168","damages",2,2
"2169","loes",1,1
"2170","daughter's",1,1
"2171","verdict",1,1
"2172","housand",1,1
"2173","moved",3,3
"2174","seconded",2,2
"2175","recated",1,1
"2176","attor",1,1
"2177","bon",2,2
"2178","mr.co.tignn",1,1
"2179","ney",1,1
"2180","generml",1,1
"2181","sifton",1,1
"2182","bsldiinnod",1,1
"2183","provlntoofnllebeei",0,0
"2184","consideration",2,2
"2185","referred",1,1
"2186","iiuniolpaiityof",1,1
"2187","cianmdon",1,1
"2188","respect",1,1
"2189","memory",1,1
"2190","chapter",1,1
"2191","ai-of",1,1
"2192","statesman",1,1
"2193","ian",1,1
"2194","ernest",1,1
"2195","infaat",1,1
"2196","benjamin",2,2
"2197","seventh",3,3
"2198","exceptionally",1,1
"2199","fully",5,5
"2200","thirds",1,1
"2201","chair",1,1
"2202","quarter",2,2
"2203","usher",1,1
"2204","black",2,2
"2205","rod",1,1
"2206","summoned",5,5
"2207","faithful",0,0
"2208","chamber",3,3
"2209","excellency",1,1
"2210","read",2,2
"2211","obaerr-lectorsi",1,1
"2212","franchiae",0,0
"2213","oroat",1,1
"2214","hnllnhilnn",1,1
"2215","alarmed",1,1
"2216","inter",1,1
"2217","parks",1,1
"2218","prices",4,4
"2219","aiders",1,1
"2220","barrier",1,1
"2221","sufficient",1,1
"2222","tawa",3,3
"2223","mcwh.rter",1,1
"2224","framv",1,1
"2225","imday",1,1
"2226","iffik",1,1
"2227","attendance",4,4
"2228","floor",1,1
"2229","occasions",3,3
"2230","rich",2,1
"2231","display",2,2
"2232","costumes",0,0
"2233","dresses",2,2
"2234","beautiful",1,1
"2235","gieat",1,1
"2236","variety",1,1
"2237","tints",1,1
"2238","helped",1,1
"2239","scene",4,4
"2240","additional",2,2
"2241","color",3,3
"2242","sniforme",1,1
"2243","galleries",1,1
"2244","packed",1,1
"2245","craned",1,1
"2246","necke",1,1
"2247","catch",1,1
"2248","ceremony",6,6
"2249","viewing",1,1
"2250","paymaster",1,1
"2251","dobson",1,1
"2252","deserted",1,1
"2253","ftom",1,1
"2254","rivera",1,1
"2255","liainpahtre",1,1
"2256","ailected",1,1
"2257","mto",0,0
"2258","ort",1,1
"2259","antonio",1,1
"2260","creating",1,1
"2261","dtiv",1,1
"2262","buildings",2,2
"2263","laborer",2,2
"2264","wurtele",1,1
"2265","thursday.m",1,1
"2266","mute",1,1
"2267","lho",1,1
"2268","ehultlug",1,1
"2269","nauy",1,1
"2270","peat",1,1
"2271","sucoesfully",1,1
"2272","fuel",1,1
"2273","axe",1,1
"2274","trundle",1,1
"2275","wheelbarrow",1,1
"2276","lay",1,1
"2277","bricks",0,0
"2278","instantly",1,1
"2279","minneapolis",1,1
"2280","extensive",1,1
"2281","material",2,2
"2282","painter",1,1
"2283","attacked",1,1
"2284","omnibus",1,1
"2285","swords",1,1
"2286","wounded",2,2
"2287","seventeen",2,2
"2288","ardent",1,1
"2289","socialists",1,1
"2290","moving",2,2
"2291","sitting",1,1
"2292","advisability",1,1
"2293","depriving",1,1
"2294","ite",1,1
"2295","concession",1,1
"2296","supported",1,1
"2297","oppose",1,1
"2298","fulfilled",1,1
"2299","imposed",1,1
"2300","ostrich",1,1
"2301","zoological",0,0
"2302","gardens",2,2
"2303","toih",1,1
"2304","peever",1,1
"2305","h.tl.bt",1,1
"2306","shaicrille",1,1
"2307","afay",0,0
"2308","tweed",1,1
"2309","rubber",1,1
"2310","gortod",0,0
"2311","made-up",1,1
"2312","switches",1,1
"2313","chignons",1,1
"2314","entrance",1,1
"2315","maintained",1,1
"2316","table",2,2
"2317","harper",1,1
"2318","colon",1,1
"2319","nicer-took",1,1
"2320","disapproval",1,1
"2321","encour",1,1
"2322","aguans",1,1
"2323","corinto",1,1
"2324","withdrew",1,1
"2325","crossing",2,2
"2326","idea",1,1
"2327","aging",1,1
"2328","lugo",1,1
"2329","separating",0,0
"2330","duty",2,2
"2331","impart",1,1
"2332","lough",1,1
"2333","ledge",1,1
"2334","instruction",1,1
"2335","ren",1,1
"2336","maggie",1,1
"2337","daugh",2,2
"2338","bight",0,0
"2339","commence",1,1
"2340","iaued",1,1
"2341","shawrille",1,1
"2342","p*nied",1,1
"2343","wilton",1,1
"2344","geon",1,1
"2345","toeaday",1,1
"2346","tent",1,1
"2347","maccabees",1,1
"2348","mkin",1,1
"2349","biie",1,1
"2350","divorce",2,2
"2351","piesent",0,0
"2352","instituted",1,1
"2353","ss:on",1,1
"2354","answered",0,0
"2355","oorrespondenceprompt",1,1
"2356","required",2,2
"2357","haeten",1,1
"2358","job",1,1
"2359","cab",1,1
"2360","htllkt",1,1
"2361","atltll",1,1
"2362","person",6,6
"2363","thom",1,1
"2364","brlck",1,1
"2365","hargr",1,1
"2366","elliott",3,3
"2367","jennie",1,1
"2368","jones",1,1
"2369","interfering",2,2
"2370","enca",0,0
"2371","clock",4,4
"2372","sell",3,3
"2373","intoxicating",2,2
"2374","dwight",0,0
"2375","moody",1,1
"2376","enormous",0,0
"2377","reservoir",1,1
"2378","kpinal",1,1
"2379","burst",2,2
"2380","involved",1,1
"2381","genuine",1,1
"2382","leprosy",1,1
"2383","inundating",1,1
"2384","villages",1,1
"2385","sueeed",1,1
"2386","imperial",1,1
"2387","authorities",2,2
"2388","send",2,2
"2389","dealers",1,1
"2390","victims",1,1
"2391","negro",1,1
"2392","spared",1,1
"2393","auxforges",1,1
"2394","falher",1,1
"2395","rartxdis",1,1
"2396","makes",1,1
"2397","strong",1,1
"2398","lhat",0,0
"2399","electricity",2,2
"2400","pulled",1,1
"2401","saddest",1,1
"2402","ourrenoee",1,1
"2403","oontinusllj",1,1
"2404","ears",1,1
"2405","observer",1,1
"2406","terrible",3,3
"2407","fel",1,1
"2408","josephs",1,1
"2409","gabel",1,1
"2410","pected",1,1
"2411","ladv",1,1
"2412","yesterday",9,9
"2413","gebel",3,1
"2414","resided",1,1
"2415","east",2,2
"2416","shore",3,3
"2417","warm",1,1
"2418","track",2,1
"2419","skirts",1,1
"2420","curve",2,1
"2421","cecelia",1,1
"2422","peter",2,2
"2423","considerable",3,3
"2424","hastened",1,1
"2425","approach",1,1
"2426","struck",5,5
"2427","completed",2,2
"2428","itatlstlolan",0,0
"2429","figured",1,1
"2430","mondayand",1,1
"2431","real",2,2
"2432","unlucky",1,1
"2433","iiiued",2,2
"2434","bruckville",1,1
"2435","sentiment",1,1
"2436","provisions",2,2
"2437","compulsory",1,1
"2438","question",4,4
"2439","evidently",1,1
"2440","sides",2,2
"2441","iret",1,1
"2442","sight",1,1
"2443","suggest",1,1
"2444","wisdom",1,1
"2445","hasten",0,0
"2446","slowly",1,1
"2447","bth",1,1
"2448","kent",1,1
"2449","i)uvld",1,1
"2450","mckarlioli",1,1
"2451","campbell's",5,5
"2452","overcoat",1,1
"2453","daik",1,1
"2454","pockets",1,1
"2455","contained",3,3
"2456","pairs",1,1
"2457","kid",1,1
"2458","gloves",1,1
"2459","finder",1,1
"2460","suitably",1,1
"2461","rewaidcd",1,1
"2462","goal",1,1
"2463","kelly",1,1
"2464","ci*ike's",1,1
"2465","owner",1,1
"2466","ilyre",1,1
"2467","absurd",1,1
"2468","contention",1,1
